code,name,cityCode,provinceCode,name_norm
230826,桦川县,2308,23,桦川县
230828,汤原县,2308,23,汤原县
230881,同江市,2308,23,同江市
230882,富锦市,2308,23,富锦市
230883,抚远市,2308,23,抚远市
230902,新兴区,2309,23,新兴区
230903,桃山区,2309,23,桃山区
230904,茄子河区,2309,23,茄子河区
230921,勃利县,2309,23,勃利县
231002,东安区,2310,23,东安区
231003,阳明区,2310,23,阳明区
231004,爱民区,2310,23,爱民区
231005,西安区,2310,23,西安区
231025,林口县,2310,23,林口县
231071,牡丹江经济技术开发区,2310,23,牡丹江经济技术开发区
231081,绥芬河市,2310,23,绥芬河市
231083,海林市,2310,23,海林市
231084,宁安市,2310,23,宁安市
231085,穆棱市,2310,23,穆棱市
231086,东宁市,2310,23,东宁市
231102,爱辉区,2311,23,爱辉区
231123,逊克县,2311,23,逊克县
231124,孙吴县,2311,23,孙吴县
231181,北安市,2311,23,北安市
231182,五大连池市,2311,23,五大连池市
231183,嫩江市,2311,23,嫩江市
231202,北林区,2312,23,北林区
231221,望奎县,2312,23,望奎县
231222,兰西县,2312,23,兰西县
231223,青冈县,2312,23,青冈县
231224,庆安县,2312,23,庆安县
231225,明水县,2312,23,明水县
231226,绥棱县,2312,23,绥棱县
231281,安达市,2312,23,安达市
231282,肇东市,2312,23,肇东市
231283,海伦市,2312,23,海伦市
232701,漠河市,2327,23,漠河市
232721,呼玛县,2327,23,呼玛县
232722,塔河县,2327,23,塔河县
232761,加格达奇区,2327,23,加格达奇区
232762,松岭区,2327,23,松岭区
232763,新林区,2327,23,新林区
232764,呼中区,2327,23,呼中区
310101,黄浦区,3101,31,黄浦区
310104,徐汇区,3101,31,徐汇区
310105,长宁区,3101,31,长宁区
310106,静安区,3101,31,静安区
310107,普陀区,3101,31,普陀区
310109,虹口区,3101,31,虹口区
310110,杨浦区,3101,31,杨浦区
310112,闵行区,3101,31,闵行区
310113,宝山区,3101,31,宝山区
310114,嘉定区,3101,31,嘉定区
310115,浦东新区,3101,31,浦东新区
310116,金山区,3101,31,金山区
310117,松江区,3101,31,松江区
310118,青浦区,3101,31,青浦区
310120,奉贤区,3101,31,奉贤区
310151,崇明区,3101,31,崇明区
320102,玄武区,3201,32,玄武区
320104,秦淮区,3201,32,秦淮区
320105,建邺区,3201,32,建邺区
320106,鼓楼区,3201,32,鼓楼区
320111,浦口区,3201,32,浦口区
320113,栖霞区,3201,32,栖霞区
320114,雨花台区,3201,32,雨花台区
320115,江宁区,3201,32,江宁区
320116,六合区,3201,32,六合区
320117,溧水区,3201,32,溧水区
320118,高淳区,3201,32,高淳区
320205,锡山区,3202,32,锡山区
320206,惠山区,3202,32,惠山区
320211,滨湖区,3202,32,滨湖区
320213,梁溪区,3202,32,梁溪区
320214,新吴区,3202,32,新吴区
320281,江阴市,3202,32,江阴市
320282,宜兴市,3202,32,宜兴市
320302,鼓楼区,3203,32,鼓楼区
320303,云龙区,3203,32,云龙区
320305,贾汪区,3203,32,贾汪区
320311,泉山区,3203,32,泉山区
320312,铜山区,3203,32,铜山区
320321,丰县,3203,32,丰县
320322,沛县,3203,32,沛县
320324,睢宁县,3203,32,睢宁县
320371,徐州经济技术开发区,3203,32,徐州经济技术开发区
320381,新沂市,3203,32,新沂市
320382,邳州市,3203,32,邳州市
320402,天宁区,3204,32,天宁区
320404,钟楼区,3204,32,钟楼区
320411,新北区,3204,32,新北区
320412,武进区,3204,32,武进区
320413,金坛区,3204,32,金坛区
320481,溧阳市,3204,32,溧阳市
320505,虎丘区,3205,32,虎丘区
320506,吴中区,3205,32,吴中区
320507,相城区,3205,32,相城区
320508,姑苏区,3205,32,姑苏区
320509,吴江区,3205,32,吴江区
320571,苏州工业园区,3205,32,苏州工业园区
320581,常熟市,3205,32,常熟市
320582,张家港市,3205,32,张家港市
320583,昆山市,3205,32,昆山市
320585,太仓市,3205,32,太仓市
320602,崇川区,3206,32,崇川区
320611,港闸区,3206,32,港闸区
320612,通州区,3206,32,通州区
320623,如东县,3206,32,如东县
320671,南通经济技术开发区,3206,32,南通经济技术开发区
320681,启东市,3206,32,启东市
320682,如皋市,3206,32,如皋市
320684,海门市,3206,32,海门市
320685,海安市,3206,32,海安市
320703,连云区,3207,32,连云区
320706,海州区,3207,32,海州区
320707,赣榆区,3207,32,赣榆区
320722,东海县,3207,32,东海县
320723,灌云县,3207,32,灌云县
320724,灌南县,3207,32,灌南县
320771,连云港经济技术开发区,3207,32,连云港经济技术开发区
320772,连云港高新技术产业开发区,3207,32,连云港高新技术产业开发区
320803,淮安区,3208,32,淮安区
320804,淮阴区,3208,32,淮阴区
320812,清江浦区,3208,32,清江浦区
320813,洪泽区,3208,32,洪泽区
320826,涟水县,3208,32,涟水县
320830,盱眙县,3208,32,盱眙县
320831,金湖县,3208,32,金湖县
320871,淮安经济技术开发区,3208,32,淮安经济技术开发区
320902,亭湖区,3209,32,亭湖区
320903,盐都区,3209,32,盐都区
320904,大丰区,3209,32,大丰区
320921,响水县,3209,32,响水县
320922,滨海县,3209,32,滨海县
320923,阜宁县,3209,32,阜宁县
320924,射阳县,3209,32,射阳县
320925,建湖县,3209,32,建湖县
320971,盐城经济技术开发区,3209,32,盐城经济技术开发区
320981,东台市,3209,32,东台市
321002,广陵区,3210,32,广陵区
321003,邗江区,3210,32,邗江区
321012,江都区,3210,32,江都区
321023,宝应县,3210,32,宝应县
321071,扬州经济技术开发区,3210,32,扬州经济技术开发区
321081,仪征市,3210,32,仪征市
321084,高邮市,3210,32,高邮市
321102,京口区,3211,32,京口区
321111,润州区,3211,32,润州区
321112,丹徒区,3211,32,丹徒区
321171,镇江新区,3211,32,镇江新区
321181,丹阳市,3211,32,丹阳市
321182,扬中市,3211,32,扬中市
321183,句容市,3211,32,句容市
321202,海陵区,3212,32,海陵区
321203,高港区,3212,32,高港区
321204,姜堰区,3212,32,姜堰区
321271,泰州医药高新技术产业开发区,3212,32,泰州医药高新技术产业开发区
321281,兴化市,3212,32,兴化市
321282,靖江市,3212,32,靖江市
321283,泰兴市,3212,32,泰兴市
321302,宿城区,3213,32,宿城区
321311,宿豫区,3213,32,宿豫区
321322,沭阳县,3213,32,沭阳县
321323,泗阳县,3213,32,泗阳县
321324,泗洪县,3213,32,泗洪县
321371,宿迁经济技术开发区,3213,32,宿迁经济技术开发区
330102,上城区,3301,33,上城区
330103,下城区,3301,33,下城区
330104,江干区,3301,33,江干区
330105,拱墅区,3301,33,拱墅区
330106,西湖区,3301,33,西湖区
330108,滨江区,3301,33,滨江区
330109,萧山区,3301,33,萧山区
330110,余杭区,3301,33,余杭区
330111,富阳区,3301,33,富阳区
330112,临安区,3301,33,临安区
330122,桐庐县,3301,33,桐庐县
330127,淳安县,3301,33,淳安县
330182,建德市,3301,33,建德市
330203,海曙区,3302,33,海曙区
330205,江北区,3302,33,江北区
330206,北仑区,3302,33,北仑区
330211,镇海区,3302,33,镇海区
330212,鄞州区,3302,33,鄞州区
330213,奉化区,3302,33,奉化区
330225,象山县,3302,33,象山县
330226,宁海县,3302,33,宁海县
330281,余姚市,3302,33,余姚市
330282,慈溪市,3302,33,慈溪市
330302,鹿城区,3303,33,鹿城区
330303,龙湾区,3303,33,龙湾区
330304,瓯海区,3303,33,瓯海区
330305,洞头区,3303,33,洞头区
330324,永嘉县,3303,33,永嘉县
330326,平阳县,3303,33,平阳县
330327,苍南县,3303,33,苍南县
330328,文成县,3303,33,文成县
330329,泰顺县,3303,33,泰顺县
330371,温州经济技术开发区,3303,33,温州经济技术开发区
330381,瑞安市,3303,33,瑞安市
330382,乐清市,3303,33,乐清市
330383,龙港市,3303,33,龙港市
330402,南湖区,3304,33,南湖区
330411,秀洲区,3304,33,秀洲区
330421,嘉善县,3304,33,嘉善县
330424,海盐县,3304,33,海盐县
330481,海宁市,3304,33,海宁市
330482,平湖市,3304,33,平湖市
330483,桐乡市,3304,33,桐乡市
330502,吴兴区,3305,33,吴兴区
330503,南浔区,3305,33,南浔区
330521,德清县,3305,33,德清县
330522,长兴县,3305,33,长兴县
330523,安吉县,3305,33,安吉县
330602,越城区,3306,33,越城区
330603,柯桥区,3306,33,柯桥区
330604,上虞区,3306,33,上虞区
330624,新昌县,3306,33,新昌县
330681,诸暨市,3306,33,诸暨市
330683,嵊州市,3306,33,嵊州市
330702,婺城区,3307,33,婺城区
330703,金东区,3307,33,金东区
330723,武义县,3307,33,武义县
330726,浦江县,3307,33,浦江县
330727,磐安县,3307,33,磐安县
330781,兰溪市,3307,33,兰溪市
330782,义乌市,3307,33,义乌市
330783,东阳市,3307,33,东阳市
330784,永康市,3307,33,永康市
330802,柯城区,3308,33,柯城区
330803,衢江区,3308,33,衢江区
330822,常山县,3308,33,常山县
330824,开化县,3308,33,开化县
330825,龙游县,3308,33,龙游县
330881,江山市,3308,33,江山市
330902,定海区,3309,33,定海区
330903,普陀区,3309,33,普陀区
330921,岱山县,3309,33,岱山县
330922,嵊泗县,3309,33,嵊泗县
331002,椒江区,3310,33,椒江区
331003,黄岩区,3310,33,黄岩区
331004,路桥区,3310,33,路桥区
331022,三门县,3310,33,三门县
331023,天台县,3310,33,天台县
331024,仙居县,3310,33,仙居县
331081,温岭市,3310,33,温岭市
331082,临海市,3310,33,临海市
331083,玉环市,3310,33,玉环市
331102,莲都区,3311,33,莲都区
331121,青田县,3311,33,青田县
331122,缙云县,3311,33,缙云县
331123,遂昌县,3311,33,遂昌县
331124,松阳县,3311,33,松阳县
331125,云和县,3311,33,云和县
331126,庆元县,3311,33,庆元县
331127,景宁畲族自治县,3311,33,景宁畲族自治县
331181,龙泉市,3311,33,龙泉市
340102,瑶海区,3401,34,瑶海区
340103,庐阳区,3401,34,庐阳区
340104,蜀山区,3401,34,蜀山区
340111,包河区,3401,34,包河区
340121,长丰县,3401,34,长丰县
340122,肥东县,3401,34,肥东县
340123,肥西县,3401,34,肥西县
340124,庐江县,3401,34,庐江县
340171,合肥高新技术产业开发区,3401,34,合肥高新技术产业开发区
340172,合肥经济技术开发区,3401,34,合肥经济技术开发区
340173,合肥新站高新技术产业开发区,3401,34,合肥新站高新技术产业开发区
340181,巢湖市,3401,34,巢湖市
340202,镜湖区,3402,34,镜湖区
340203,弋江区,3402,34,弋江区
340207,鸠江区,3402,34,鸠江区
340208,三山区,3402,34,三山区
340221,芜湖县,3402,34,芜湖县
340222,繁昌县,3402,34,繁昌县
340223,南陵县,3402,34,南陵县
340225,无为县,3402,34,无为县
340271,芜湖经济技术开发区,3402,34,芜湖经济技术开发区
340272,安徽芜湖长江大桥经济开发区,3402,34,安徽芜湖长江大桥经济开发区
340302,龙子湖区,3403,34,龙子湖区
340303,蚌山区,3403,34,蚌山区
340304,禹会区,3403,34,禹会区
340311,淮上区,3403,34,淮上区
340321,怀远县,3403,34,怀远县
340322,五河县,3403,34,五河县
340323,固镇县,3403,34,固镇县
340371,蚌埠市高新技术开发区,3403,34,蚌埠市高新技术开发区
340372,蚌埠市经济开发区,3403,34,蚌埠市经济开发区
340402,大通区,3404,34,大通区
340403,田家庵区,3404,34,田家庵区
340404,谢家集区,3404,34,谢家集区
340405,八公山区,3404,34,八公山区
340406,潘集区,3404,34,潘集区
340421,凤台县,3404,34,凤台县
340422,寿县,3404,34,寿县
340503,花山区,3405,34,花山区
340504,雨山区,3405,34,雨山区
340506,博望区,3405,34,博望区
340521,当涂县,3405,34,当涂县
340522,含山县,3405,34,含山县
340523,和县,3405,34,和县
340602,杜集区,3406,34,杜集区
340603,相山区,3406,34,相山区
340604,烈山区,3406,34,烈山区
340621,濉溪县,3406,34,濉溪县
340705,铜官区,3407,34,铜官区
340706,义安区,3407,34,义安区
340711,郊区,3407,34,郊区
340722,枞阳县,3407,34,枞阳县
340802,迎江区,3408,34,迎江区
340803,大观区,3408,34,大观区
340811,宜秀区,3408,34,宜秀区
340822,怀宁县,3408,34,怀宁县
340825,太湖县,3408,34,太湖县
340826,宿松县,3408,34,宿松县
340827,望江县,3408,34,望江县
340828,岳西县,3408,34,岳西县
340871,安徽安庆经济开发区,3408,34,安徽安庆经济开发区
340881,桐城市,3408,34,桐城市
340882,潜山市,3408,34,潜山市
341002,屯溪区,3410,34,屯溪区
341003,黄山区,3410,34,黄山区
341004,徽州区,3410,34,徽州区
341021,歙县,3410,34,歙县
341022,休宁县,3410,34,休宁县
341023,黟县,3410,34,黟县
341024,祁门县,3410,34,祁门县
341102,琅琊区,3411,34,琅琊区
341103,南谯区,3411,34,南谯区
341122,来安县,3411,34,来安县
341124,全椒县,3411,34,全椒县
341125,定远县,3411,34,定远县
341126,凤阳县,3411,34,凤阳县
341171,苏滁现代产业园,3411,34,苏滁现代产业园
341172,滁州经济技术开发区,3411,34,滁州经济技术开发区
341181,天长市,3411,34,天长市
341182,明光市,3411,34,明光市
341202,颍州区,3412,34,颍州区
341203,颍东区,3412,34,颍东区
341204,颍泉区,3412,34,颍泉区
341221,临泉县,3412,34,临泉县
341222,太和县,3412,34,太和县
341225,阜南县,3412,34,阜南县
341226,颍上县,3412,34,颍上县
341271,阜阳合肥现代产业园区,3412,34,阜阳合肥现代产业园区
341272,阜阳经济技术开发区,3412,34,阜阳经济技术开发区
341282,界首市,3412,34,界首市
341302,埇桥区,3413,34,埇桥区
341321,砀山县,3413,34,砀山县
341322,萧县,3413,34,萧县
341323,灵璧县,3413,34,灵璧县
341324,泗县,3413,34,泗县
341371,宿州马鞍山现代产业园区,3413,34,宿州马鞍山现代产业园区
341372,宿州经济技术开发区,3413,34,宿州经济技术开发区
341502,金安区,3415,34,金安区
341503,裕安区,3415,34,裕安区
341504,叶集区,3415,34,叶集区
341522,霍邱县,3415,34,霍邱县
341523,舒城县,3415,34,舒城县
341524,金寨县,3415,34,金寨县
341525,霍山县,3415,34,霍山县
341602,谯城区,3416,34,谯城区
341621,涡阳县,3416,34,涡阳县
341622,蒙城县,3416,34,蒙城县
341623,利辛县,3416,34,利辛县
341702,贵池区,3417,34,贵池区
341721,东至县,3417,34,东至县
341722,石台县,3417,34,石台县
341723,青阳县,3417,34,青阳县
341802,宣州区,3418,34,宣州区
341821,郎溪县,3418,34,郎溪县
341823,泾县,3418,34,泾县
341824,绩溪县,3418,34,绩溪县
341825,旌德县,3418,34,旌德县
341871,宣城市经济开发区,3418,34,宣城市经济开发区
341881,宁国市,3418,34,宁国市
341882,广德市,3418,34,广德市
350102,鼓楼区,3501,35,鼓楼区
350103,台江区,3501,35,台江区
350104,仓山区,3501,35,仓山区
350105,马尾区,3501,35,马尾区
350111,晋安区,3501,35,晋安区
350112,长乐区,3501,35,长乐区
350121,闽侯县,3501,35,闽侯县
350122,连江县,3501,35,连江县
350123,罗源县,3501,35,罗源县
350124,闽清县,3501,35,闽清县
350125,永泰县,3501,35,永泰县
350128,平潭县,3501,35,平潭县
350181,福清市,3501,35,福清市
350203,思明区,3502,35,思明区
350205,海沧区,3502,35,海沧区
350206,湖里区,3502,35,湖里区
350211,集美区,3502,35,集美区
350212,同安区,3502,35,同安区
350213,翔安区,3502,35,翔安区
350302,城厢区,3503,35,城厢区
350303,涵江区,3503,35,涵江区
350304,荔城区,3503,35,荔城区
350305,秀屿区,3503,35,秀屿区
350322,仙游县,3503,35,仙游县
350402,梅列区,3504,35,梅列区
350403,三元区,3504,35,三元区
350421,明溪县,3504,35,明溪县
350423,清流县,3504,35,清流县
350424,宁化县,3504,35,宁化县
350425,大田县,3504,35,大田县
350426,尤溪县,3504,35,尤溪县
350427,沙县,3504,35,沙县
350428,将乐县,3504,35,将乐县
350429,泰宁县,3504,35,泰宁县
350430,建宁县,3504,35,建宁县
350481,永安市,3504,35,永安市
350502,鲤城区,3505,35,鲤城区
350503,丰泽区,3505,35,丰泽区
350504,洛江区,3505,35,洛江区
350505,泉港区,3505,35,泉港区
350521,惠安县,3505,35,惠安县
350524,安溪县,3505,35,安溪县
350525,永春县,3505,35,永春县
350526,德化县,3505,35,德化县
350527,金门县,3505,35,金门县
350581,石狮市,3505,35,石狮市
350582,晋江市,3505,35,晋江市
350583,南安市,3505,35,南安市
350602,芗城区,3506,35,芗城区
350603,龙文区,3506,35,龙文区
350622,云霄县,3506,35,云霄县
350623,漳浦县,3506,35,漳浦县
350624,诏安县,3506,35,诏安县
350625,长泰县,3506,35,长泰县
350626,东山县,3506,35,东山县
350627,南靖县,3506,35,南靖县
350628,平和县,3506,35,平和县
350629,华安县,3506,35,华安县
350681,龙海市,3506,35,龙海市
350702,延平区,3507,35,延平区
350703,建阳区,3507,35,建阳区
350721,顺昌县,3507,35,顺昌县
350722,浦城县,3507,35,浦城县
350723,光泽县,3507,35,光泽县
350724,松溪县,3507,35,松溪县
350725,政和县,3507,35,政和县
350781,邵武市,3507,35,邵武市
350782,武夷山市,3507,35,武夷山市
350783,建瓯市,3507,35,建瓯市
350802,新罗区,3508,35,新罗区
350803,永定区,3508,35,永定区
350821,长汀县,3508,35,长汀县
350823,上杭县,3508,35,上杭县
350824,武平县,3508,35,武平县
350825,连城县,3508,35,连城县
350881,漳平市,3508,35,漳平市
350902,蕉城区,3509,35,蕉城区
350921,霞浦县,3509,35,霞浦县
350922,古田县,3509,35,古田县
350923,屏南县,3509,35,屏南县
350924,寿宁县,3509,35,寿宁县
350925,周宁县,3509,35,周宁县
350926,柘荣县,3509,35,柘荣县
350981,福安市,3509,35,福安市
350982,福鼎市,3509,35,福鼎市
360102,东湖区,3601,36,东湖区
360103,西湖区,3601,36,西湖区
360104,青云谱区,3601,36,青云谱区
360105,湾里区,3601,36,湾里区
360111,青山湖区,3601,36,青山湖区
360112,新建区,3601,36,新建区
360121,南昌县,3601,36,南昌县
360123,安义县,3601,36,安义县
360124,进贤县,3601,36,进贤县
360202,昌江区,3602,36,昌江区
360203,珠山区,3602,36,珠山区
360222,浮梁县,3602,36,浮梁县
360281,乐平市,3602,36,乐平市
360302,安源区,3603,36,安源区
360313,湘东区,3603,36,湘东区
360321,莲花县,3603,36,莲花县
360322,上栗县,3603,36,上栗县
360323,芦溪县,3603,36,芦溪县
360402,濂溪区,3604,36,濂溪区
360403,浔阳区,3604,36,浔阳区
360404,柴桑区,3604,36,柴桑区
360423,武宁县,3604,36,武宁县
360424,修水县,3604,36,修水县
360425,永修县,3604,36,永修县
360426,德安县,3604,36,德安县
360428,都昌县,3604,36,都昌县
360429,湖口县,3604,36,湖口县
360430,彭泽县,3604,36,彭泽县
360481,瑞昌市,3604,36,瑞昌市
360482,共青城市,3604,36,共青城市
360483,庐山市,3604,36,庐山市
360502,渝水区,3605,36,渝水区
360521,分宜县,3605,36,分宜县
360602,月湖区,3606,36,月湖区
360603,余江区,3606,36,余江区
360681,贵溪市,3606,36,贵溪市
360702,章贡区,3607,36,章贡区
360703,南康区,3607,36,南康区
360704,赣县区,3607,36,赣县区
360722,信丰县,3607,36,信丰县
360723,大余县,3607,36,大余县
360724,上犹县,3607,36,上犹县
360725,崇义县,3607,36,崇义县
360726,安远县,3607,36,安远县
360727,龙南县,3607,36,龙南县
360728,定南县,3607,36,定南县
360729,全南县,3607,36,全南县
360730,宁都县,3607,36,宁都县
360731,于都县,3607,36,于都县
360732,兴国县,3607,36,兴国县
360733,会昌县,3607,36,会昌县
360734,寻乌县,3607,36,寻乌县
360735,石城县,3607,36,石城县
360781,瑞金市,3607,36,瑞金市
360802,吉州区,3608,36,吉州区
360803,青原区,3608,36,青原区
360821,吉安县,3608,36,吉安县
360822,吉水县,3608,36,吉水县
360823,峡江县,3608,36,峡江县
360824,新干县,3608,36,新干县
360825,永丰县,3608,36,永丰县
360826,泰和县,3608,36,泰和县
360827,遂川县,3608,36,遂川县
360828,万安县,3608,36,万安县
360829,安福县,3608,36,安福县
360830,永新县,3608,36,永新县
360881,井冈山市,3608,36,井冈山市
360902,袁州区,3609,36,袁州区
360921,奉新县,3609,36,奉新县
360922,万载县,3609,36,万载县
360923,上高县,3609,36,上高县
360924,宜丰县,3609,36,宜丰县
360925,靖安县,3609,36,靖安县
360926,铜鼓县,3609,36,铜鼓县
360981,丰城市,3609,36,丰城市
360982,樟树市,3609,36,樟树市
360983,高安市,3609,36,高安市
361002,临川区,3610,36,临川区
361003,东乡区,3610,36,东乡区
361021,南城县,3610,36,南城县
361022,黎川县,3610,36,黎川县
361023,南丰县,3610,36,南丰县
361024,崇仁县,3610,36,崇仁县
361025,乐安县,3610,36,乐安县
361026,宜黄县,3610,36,宜黄县
361027,金溪县,3610,36,金溪县
361028,资溪县,3610,36,资溪县
361030,广昌县,3610,36,广昌县
361102,信州区,3611,36,信州区
361103,广丰区,3611,36,广丰区
361104,广信区,3611,36,广信区
361123,玉山县,3611,36,玉山县
361124,铅山县,3611,36,铅山县
361125,横峰县,3611,36,横峰县
361126,弋阳县,3611,36,弋阳县
361127,余干县,3611,36,余干县
361128,鄱阳县,3611,36,鄱阳县
361129,万年县,3611,36,万年县
361130,婺源县,3611,36,婺源县
361181,德兴市,3611,36,德兴市
370102,历下区,3701,37,历下区
370103,市中区,3701,37,市中区
370104,槐荫区,3701,37,槐荫区
370105,天桥区,3701,37,天桥区
370112,历城区,3701,37,历城区
370113,长清区,3701,37,长清区
370114,章丘区,3701,37,章丘区
370115,济阳区,3701,37,济阳区
370116,莱芜区,3701,37,莱芜区
370117,钢城区,3701,37,钢城区
370124,平阴县,3701,37,平阴县
370126,商河县,3701,37,商河县
370171,济南高新技术产业开发区,3701,37,济南高新技术产业开发区
370202,市南区,3702,37,市南区
370203,市北区,3702,37,市北区
370211,黄岛区,3702,37,黄岛区
370212,崂山区,3702,37,崂山区
370213,李沧区,3702,37,李沧区
370214,城阳区,3702,37,城阳区
370215,即墨区,3702,37,即墨区
370271,青岛高新技术产业开发区,3702,37,青岛高新技术产业开发区
370281,胶州市,3702,37,胶州市
370283,平度市,3702,37,平度市
370285,莱西市,3702,37,莱西市
370302,淄川区,3703,37,淄川区
370303,张店区,3703,37,张店区
370304,博山区,3703,37,博山区
370305,临淄区,3703,37,临淄区
370306,周村区,3703,37,周村区
370321,桓台县,3703,37,桓台县
370322,高青县,3703,37,高青县
370323,沂源县,3703,37,沂源县
370402,市中区,3704,37,市中区
370403,薛城区,3704,37,薛城区
370404,峄城区,3704,37,峄城区
370405,台儿庄区,3704,37,台儿庄区
370406,山亭区,3704,37,山亭区
370481,滕州市,3704,37,滕州市
370502,东营区,3705,37,东营区
370503,河口区,3705,37,河口区
370505,垦利区,3705,37,垦利区
370522,利津县,3705,37,利津县
370523,广饶县,3705,37,广饶县
370571,东营经济技术开发区,3705,37,东营经济技术开发区
370572,东营港经济开发区,3705,37,东营港经济开发区
370602,芝罘区,3706,37,芝罘区
370611,福山区,3706,37,福山区
370612,牟平区,3706,37,牟平区
370613,莱山区,3706,37,莱山区
370634,长岛县,3706,37,长岛县
370671,烟台高新技术产业开发区,3706,37,烟台高新技术产业开发区
370672,烟台经济技术开发区,3706,37,烟台经济技术开发区
370681,龙口市,3706,37,龙口市
370682,莱阳市,3706,37,莱阳市
370683,莱州市,3706,37,莱州市
370684,蓬莱市,3706,37,蓬莱市
370685,招远市,3706,37,招远市
370686,栖霞市,3706,37,栖霞市
370687,海阳市,3706,37,海阳市
370702,潍城区,3707,37,潍城区
370703,寒亭区,3707,37,寒亭区
370704,坊子区,3707,37,坊子区
370705,奎文区,3707,37,奎文区
370724,临朐县,3707,37,临朐县
370725,昌乐县,3707,37,昌乐县
370772,潍坊滨海经济技术开发区,3707,37,潍坊滨海经济技术开发区
370781,青州市,3707,37,青州市
370782,诸城市,3707,37,诸城市
370783,寿光市,3707,37,寿光市
370784,安丘市,3707,37,安丘市
370785,高密市,3707,37,高密市
370786,昌邑市,3707,37,昌邑市
370811,任城区,3708,37,任城区
370812,兖州区,3708,37,兖州区
370826,微山县,3708,37,微山县
370827,鱼台县,3708,37,鱼台县
370828,金乡县,3708,37,金乡县
370829,嘉祥县,3708,37,嘉祥县
370830,汶上县,3708,37,汶上县
370831,泗水县,3708,37,泗水县
370832,梁山县,3708,37,梁山县
370871,济宁高新技术产业开发区,3708,37,济宁高新技术产业开发区
370881,曲阜市,3708,37,曲阜市
370883,邹城市,3708,37,邹城市
370902,泰山区,3709,37,泰山区
370911,岱岳区,3709,37,岱岳区
370921,宁阳县,3709,37,宁阳县
370923,东平县,3709,37,东平县
370982,新泰市,3709,37,新泰市
370983,肥城市,3709,37,肥城市
371002,环翠区,3710,37,环翠区
371003,文登区,3710,37,文登区
371071,威海火炬高技术产业开发区,3710,37,威海火炬高技术产业开发区
371072,威海经济技术开发区,3710,37,威海经济技术开发区
371073,威海临港经济技术开发区,3710,37,威海临港经济技术开发区
371082,荣成市,3710,37,荣成市
371083,乳山市,3710,37,乳山市
371102,东港区,3711,37,东港区
371103,岚山区,3711,37,岚山区
371121,五莲县,3711,37,五莲县
371122,莒县,3711,37,莒县
371171,日照经济技术开发区,3711,37,日照经济技术开发区
371302,兰山区,3713,37,兰山区
371311,罗庄区,3713,37,罗庄区
371312,河东区,3713,37,河东区
371321,沂南县,3713,37,沂南县
371322,郯城县,3713,37,郯城县
371323,沂水县,3713,37,沂水县
371324,兰陵县,3713,37,兰陵县
371325,费县,3713,37,费县
371326,平邑县,3713,37,平邑县
371327,莒南县,3713,37,莒南县
371328,蒙阴县,3713,37,蒙阴县
371329,临沭县,3713,37,临沭县
371371,临沂高新技术产业开发区,3713,37,临沂高新技术产业开发区
371372,临沂经济技术开发区,3713,37,临沂经济技术开发区
371373,临沂临港经济开发区,3713,37,临沂临港经济开发区
371402,德城区,3714,37,德城区
371403,陵城区,3714,37,陵城区
371422,宁津县,3714,37,宁津县
371423,庆云县,3714,37,庆云县
371424,临邑县,3714,37,临邑县
371425,齐河县,3714,37,齐河县
371426,平原县,3714,37,平原县
371427,夏津县,3714,37,夏津县
371428,武城县,3714,37,武城县
371471,德州经济技术开发区,3714,37,德州经济技术开发区
371472,德州运河经济开发区,3714,37,德州运河经济开发区
371481,乐陵市,3714,37,乐陵市
371482,禹城市,3714,37,禹城市
371502,东昌府区,3715,37,东昌府区
371503,茌平区,3715,37,茌平区
371521,阳谷县,3715,37,阳谷县
371522,莘县,3715,37,莘县
371524,东阿县,3715,37,东阿县
371525,冠县,3715,37,冠县
371526,高唐县,3715,37,高唐县
371581,临清市,3715,37,临清市
371602,滨城区,3716,37,滨城区
371603,沾化区,3716,37,沾化区
371621,惠民县,3716,37,惠民县
371622,阳信县,3716,37,阳信县
371623,无棣县,3716,37,无棣县
371625,博兴县,3716,37,博兴县
371681,邹平市,3716,37,邹平市
371702,牡丹区,3717,37,牡丹区
371703,定陶区,3717,37,定陶区
371721,曹县,3717,37,曹县
371722,单县,3717,37,单县
371723,成武县,3717,37,成武县
371724,巨野县,3717,37,巨野县
371725,郓城县,3717,37,郓城县
371726,鄄城县,3717,37,鄄城县
371728,东明县,3717,37,东明县
371771,菏泽经济技术开发区,3717,37,菏泽经济技术开发区
371772,菏泽高新技术开发区,3717,37,菏泽高新技术开发区
410102,中原区,4101,41,中原区
410103,二七区,4101,41,二七区
410104,管城回族区,4101,41,管城回族区
410105,金水区,4101,41,金水区
410106,上街区,4101,41,上街区
410108,惠济区,4101,41,惠济区
410122,中牟县,4101,41,中牟县
410171,郑州经济技术开发区,4101,41,郑州经济技术开发区
410172,郑州高新技术产业开发区,4101,41,郑州高新技术产业开发区
410173,郑州航空港经济综合实验区,4101,41,郑州航空港经济综合实验区
410181,巩义市,4101,41,巩义市
410182,荥阳市,4101,41,荥阳市
410183,新密市,4101,41,新密市
410184,新郑市,4101,41,新郑市
410185,登封市,4101,41,登封市
410202,龙亭区,4102,41,龙亭区
410203,顺河回族区,4102,41,顺河回族区
410204,鼓楼区,4102,41,鼓楼区
410205,禹王台区,4102,41,禹王台区
410212,祥符区,4102,41,祥符区
410221,杞县,4102,41,杞县
